assumptions,company_name,ABC CO.,
assumptions,tax_rate,0.3,
assumptions,interest_rate,0.07,
assumptions,shareholders,1000000,
assumptions,future_growth,0.05,
assumptions,stock_price,0.05,
bal_sheet,cash_and_cash_equivalents,14778
bal_sheet,notes_and_accts_receivable_less_doubtful_amounts,5
bal_sheet,marketable_securities,33310
bal_sheet,total_cash_cash_equivalents,48088
bal_sheet,accts_receivable,7885
bal_sheet,inventories,505
bal_sheet,receivable_under_repurchase,700
bal_sheet,deferred_income,1144
bal_sheet,prepaid_revenue,2132
bal_sheet,total_current_assets,60454
bal_sheet,prepaid_revenue_non_current,2011
bal_sheet,non_marketable_equity_investments,1469
bal_sheet,property_plant_and_equipment,11854
bal_sheet,intangible_assets,7473
bal_sheet,goodwill,10537
bal_sheet,total_assets,93798
bal_sheet,accounts_payable,2012
bal_sheet,short_term_debt,2549
bal_sheet,accrued_compensation_and_benefits,2239
bal_sheet,accrued_expenses_and_other_current_liabilities,3258
bal_sheet,accrued_rev_share,1471
bal_sheet,securities_lending_payable,1673
bal_sheet,deferred_revenue,895
bal_sheet,income_taxes_payable,240
bal_sheet,total_current_liabilities,14337
bal_sheet,non_current_liabilities,0
bal_sheet,long_term_debt,2988
bal_sheet,deferred_revenue_non_current,100
bal_sheet,income_taxes_non_current,2046
bal_sheet,deferred_income_taxes_non_current,1872
bal_sheet,other_long_term_liabilities,740
bal_sheet,long_term_obligations,0
bal_sheet,stockholders_equity,0
bal_sheet,stock_convertible,0
bal_sheet,stock_common_class_a,22835
bal_sheet,accumulated_other_comprehensive_income,538
bal_sheet,retained_earnings,48342
bal_sheet,total_stockholders_equity,71715
bal_sheet,total_liabilities_and_stockholder_equity,93798
income_stmt,total_revenue,37905
income_stmt,cost_and_expenses_segment1,0
income_stmt,cost_and_expenses_segment2,500
income_stmt,advertising,13188
income_stmt,depreciation,13188
income_stmt,research_and_development,5162
income_stmt,sales_general_and_administrative,7313
income_stmt,total_costs_and_expenses,26163
income_stmt,income_from_operations,11742
income_stmt,interest_and_other_income,584
income_stmt,interest_expense,12326
income_stmt,tax_expense,2589
income_stmt,net_income_from_continuing_operations,9737
income_stmt,net_income_from_discontinued_operations,0
income_stmt,net_income,9737
cf_stmt,net_income,9737
cf_stmt,cf_adjustments,1396
cf_stmt,depreciation_and_amortization,455
cf_stmt,stock_based_compensation,1974
cf_stmt,tax_benefits,-86
cf_stmt,deferred_income_taxes,343
cf_stmt,impairment_of_equity_investments,110
cf_stmt,gain_on_divestitures,0
cf_stmt,other,6
cf_stmt,cf_change_in_assets,-29441
cf_stmt,net_cash_flow_operations,14565
cf_stmt,purchase_property_plant_equipment,-3438
cf_stmt,purchase_marketable_securities,-61672
cf_stmt,maturities_sales_of_marketable_securities,48746
cf_stmt,investments_in_non_marketable_equity_investments,-428
cf_stmt,cash_collateral,-354
cf_stmt,investments_in_reverse_repurchase_agreements,5
cf_stmt,proceeds_from_divestiture,0
cf_stmt,acquisitions,-1900
cf_stmt,net_cash_flow_investing,-19041
cf_stmt,net_payments_stock_awards,-5
cf_stmt,excess_tax_benefits,86
cf_stmt,proceeds_from_debt_issuance,10905
cf_stmt,debt_repayment,-10179
cf_stmt,net_cash_finance,807
cf_stmt,exchange_rate_cash_equivalents,22
cf_stmt,net_increase_decrease_cash_equivalents,-3647
cf_stmt,cash_and_cash_equivalents_beg,13630
cf_stmt,cash_and_cash_equivalents_end,9983
cf_stmt,cash_paid_for_taxes,1471
cf_stmt,cash_paid_for_interest,40
cf_stmt,non_cash_investing_and_financing,
